Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,T-,?Long_accel-,?Lat_accel-,?Jerk-
15,16,13,71,13670,608,1843,5,173,0,0,0,0
29,21,18,91,24251,754,728,29,131,0,0,2,0
5,17,14,91,11525,534,444,28,70,0,2,2,0
24,28,25,86,18632,405,1174,26,15,0,3,3,3
12,26,23,72,27954,496,1840,20,131,0,1,1,0
24,12,9,69,10296,818,821,15,160,0,0,0,0
26,17,14,30,15385,737,879,12,82,0,0,0,0
22,21,18,37,28344,278,1218,21,178,1,0,0,0
16,21,18,94,24150,831,1640,18,56,0,2,3,1
27,28,25,32,22037,959,598,22,169,1,0,0,0
25,18,15,35,9676,815,645,20,117,0,0,0,0
4,27,24,80,17976,854,633,29,96,0,2,2,0
24,16,13,71,15405,767,1382,27,121,0,0,0,0
15,27,24,63,26339,253,1643,1,53,0,2,3,2
6,30,27,42,9386,916,1910,23,76,1,2,1,0
28,24,21,71,11380,341,1628,15,75,0,3,3,1
26,30,27,30,20555,697,1395,10,162,0,0,0,0
3,23,20,84,9517,608,848,16,84,1,2,2,0
29,13,10,47,28694,593,250,14,93,0,0,0,0
13,15,12,54,14945,906,1795,24,170,1,0,0,0
14,22,19,71,18713,731,1791,4,131,0,2,2,0
25,24,21,22,20914,341,580,1,153,0,0,0,0
23,24,21,78,17100,377,1284,2,146,0,3,3,1
13,12,9,58,26950,441,155,25,109,0,0,0,0
24,11,8,53,16372,589,1146,1,7,0,0,1,0
27,19,16,67,24052,745,357,7,167,0,0,1,0
23,26,23,48,21078,405,1330,29,21,0,3,3,2
29,21,18,31,23867,925,1277,4,45,0,0,0,0
30,8,5,52,9248,999,9,15,147,1,0,0,0
22,9,6,75,21025,510,1194,15,67,0,1,1,0
25,11,8,28,19256,762,534,21,99,0,0,0,0
16,22,19,78,14083,379,1798,29,21,0,3,3,2
29,29,26,78,26791,874,1435,16,20,0,3,3,1
21,9,6,22,12738,837,1623,19,28,0,0,0,0
6,11,8,102,22799,720,350,24,46,0,1,2,0
15,29,26,67,11944,934,1977,13,95,0,2,2,0
27,13,10,50,29950,650,1045,20,169,1,0,0,0
19,24,21,58,14876,932,1962,9,46,0,1,1,0
5,21,18,48,19931,217,660,10,78,0,1,1,2
13,8,5,57,15118,363,1498,8,179,0,0,0,0
5,20,17,36,19827,497,68,24,162,1,0,0,0
27,19,16,61,22744,794,1418,26,176,1,0,0,0
21,29,26,31,10557,791,1514,1,106,0,0,0,0
4,11,8,55,23990,899,1555,16,8,0,0,1,0
17,11,8,108,16934,243,1845,15,97,0,2,3,2
15,13,10,73,23278,784,1443,5,105,0,0,0,0
29,29,26,79,24501,392,1094,8,61,0,3,3,2
16,14,11,99,26078,844,1683,30,21,0,3,3,1
3,30,27,33,11589,441,1610,27,98,0,0,0,0
10,24,21,55,15997,947,1003,30,179,1,0,0,0
22,8,5,48,11374,820,1660,24,10,0,1,2,0
18,24,21,30,28164,772,328,13,55,0,1,0,0
23,11,8,54,25645,588,289,8,156,0,0,0,0
21,18,15,90,22224,984,1830,1,102,0,1,2,0
17,23,20,99,27977,210,1639,8,144,0,3,3,2
30,10,7,63,19201,796,570,13,31,0,1,2,0
3,8,5,93,21555,210,946,26,148,0,0,1,0
18,30,27,87,10878,609,1497,17,9,0,3,3,2
9,17,14,27,9657,711,797,12,161,1,0,0,0
28,17,14,97,15599,753,1446,27,167,0,0,2,0
5,15,12,50,28193,981,1043,7,166,0,0,0,0
22,8,5,80,15853,896,1146,30,136,0,0,0,0
3,30,27,23,17487,355,1170,13,122,0,0,0,0
22,8,5,73,28381,559,102,7,25,0,1,1,0
21,6,3,48,18835,571,958,7,179,0,0,0,0
9,7,4,88,17470,831,1649,7,125,0,0,0,0
9,18,15,97,26031,578,24,7,123,0,2,3,0
26,29,26,44,9813,877,1891,3,141,0,0,0,0
5,26,23,40,25815,809,137,0,93,0,0,0,0
15,14,11,76,22465,693,1857,12,49,0,1,2,0
15,22,19,105,29549,931,1660,29,15,0,3,3,1
9,11,8,72,13528,459,1082,8,90,0,0,0,0
3,14,11,63,18508,353,1445,13,76,0,1,1,0
7,15,12,99,20306,926,1381,14,70,0,1,2,0
9,25,22,22,19837,573,951,5,60,0,0,0,0
14,23,20,96,28379,298,702,18,50,0,3,3,2
18,13,10,67,8096,498,1199,24,60,0,2,2,0
20,9,6,78,16654,708,64,7,152,0,0,1,0
28,17,14,56,16524,772,1272,6,44,0,0,1,0
19,20,17,38,16820,991,1309,24,130,1,0,0,0
3,26,23,79,16204,330,1039,1,141,0,2,2,2
5,6,3,99,12615,658,1252,11,4,1,0,1,0
21,18,15,82,17814,336,796,17,33,0,3,3,1
27,30,27,101,13126,714,1058,6,125,0,3,3,1
19,6,3,52,15380,792,959,5,55,1,0,0,0
30,15,12,87,26000,287,324,17,163,0,2,2,0
24,29,26,58,19553,563,1218,21,51,0,3,3,2
30,11,8,102,15035,424,1080,25,105,0,1,2,1
7,19,16,24,9312,566,1193,4,158,0,0,0,0
30,16,13,53,21191,971,752,30,133,1,0,0,0
8,16,13,100,18050,860,423,19,52,0,2,2,0
18,27,24,44,14294,729,24,26,6,0,2,1,1
16,28,25,30,25056,678,1724,4,139,0,0,0,0
8,20,17,88,14600,213,391,28,81,0,2,3,2
29,15,12,52,20110,888,310,10,45,0,0,1,0
26,25,22,31,27369,473,892,23,68,0,2,0,0
9,17,14,82,18059,987,51,24,136,0,0,0,0
26,17,14,82,25309,213,573,22,73,0,3,3,3
15,24,21,47,21683,255,278,30,17,0,3,3,2
18,6,3,33,9398,380,32,19,12,0,0,0,0
18,28,25,95,10569,628,401,19,110,0,2,3,1
3,13,10,90,29657,879,889,26,71,0,1,1,0
16,20,17,86,18614,254,565,13,21,0,3,3,2
14,10,7,96,14445,906,140,23,119,0,0,0,0
29,15,12,97,8502,521,564,21,5,0,3,3,1
24,14,11,106,23342,342,1420,5,79,0,3,3,2
22,8,5,91,17083,723,1282,25,150,0,0,1,0
25,21,18,110,10592,340,1085,10,97,0,3,3,3
7,15,12,63,28714,537,368,7,23,0,1,1,0
19,19,16,54,20517,475,416,18,4,0,3,3,0
22,10,7,68,27500,258,891,23,165,0,0,2,0
30,16,13,33,23007,508,1290,11,176,0,0,0,0
4,27,24,71,29518,293,1014,9,80,0,2,2,2
4,22,19,72,24197,201,1041,4,87,0,2,2,2
9,14,11,107,27548,211,298,3,109,0,2,3,2
8,26,23,69,21964,503,639,22,175,0,0,1,0
9,18,15,84,19124,546,496,3,79,0,2,3,0
17,20,17,60,19139,580,781,28,62,0,2,3,0
24,16,13,31,10128,373,1153,18,14,0,3,2,0
9,11,8,109,9056,619,740,22,7,0,1,3,0
10,8,5,59,14326,538,940,12,103,0,0,0,0
18,18,15,76,11939,805,509,6,82,0,1,2,0
29,22,19,88,12239,932,520,0,37,0,3,3,0
10,21,18,84,22208,574,1940,6,53,0,2,3,0
21,30,27,62,17392,490,1622,26,170,1,0,0,0
16,6,3,50,11970,253,604,11,111,0,0,1,0
29,26,23,94,12695,697,316,8,148,0,3,3,0
22,25,22,33,23740,637,815,26,161,1,0,0,0
23,8,5,101,15086,711,211,5,40,0,1,2,0
12,19,16,91,7040,417,737,11,69,0,2,3,1
12,24,21,61,26650,992,325,6,106,0,1,0,0
25,19,16,75,28233,642,1237,14,96,0,3,3,0
11,29,26,45,6604,752,1660,20,4,0,2,1,1
21,9,6,95,15457,766,543,11,166,0,0,1,0
3,13,10,23,19339,347,1618,9,133,0,0,0,0
16,21,18,37,25002,582,1478,19,97,0,0,0,0
24,9,6,35,7456,269,203,10,125,0,0,0,0
29,28,25,105,14880,707,50,5,177,0,3,3,1
3,11,8,51,24581,422,1967,28,164,1,0,0,0
25,10,7,94,28481,885,342,28,38,0,2,2,0
29,8,5,27,20447,768,1414,13,45,0,0,0,0
11,7,4,89,15094,721,1035,23,57,0,0,2,0
5,28,25,107,7504,966,819,7,169,1,2,2,0
4,14,11,98,27073,545,1889,9,19,0,2,2,0
21,6,3,61,7772,943,868,3,38,1,0,0,0
29,6,3,72,18832,629,1355,7,37,0,1,1,0
16,24,21,103,17471,743,34,5,177,0,2,3,0
12,15,12,105,14336,664,1101,17,143,0,0,2,0
16,29,26,53,20578,506,61,6,99,0,2,1,0
9,25,22,36,16858,553,569,6,82,0,0,0,0
29,11,8,68,21934,780,137,16,90,0,1,1,0
4,17,14,70,11054,992,767,29,155,1,0,0,0
21,30,27,69,22783,343,410,7,109,0,3,3,2
25,30,27,41,20699,842,441,10,81,0,1,0,0
30,19,16,80,18922,962,409,13,9,0,3,2,1
8,29,26,66,20092,746,1913,1,130,0,2,2,0
12,25,22,24,27254,995,1033,7,159,0,0,0,0
23,22,19,106,8705,994,783,27,10,0,3,3,1
4,22,19,70,23047,888,723,11,82,0,1,1,0
16,20,17,104,11140,552,1967,2,169,0,2,3,0
12,22,19,86,7266,336,1897,20,159,0,1,2,1
29,25,22,82,27819,384,1633,10,178,0,3,2,1
16,13,10,23,24451,364,798,10,126,0,0,0,0
16,8,5,38,28878,369,1621,4,112,0,0,0,0
30,30,27,108,20655,520,573,6,162,0,3,3,2
28,15,12,73,25368,798,1796,11,135,0,0,1,0
15,15,12,54,28573,559,1768,10,6,0,1,1,0
3,9,6,75,13879,934,1866,6,119,1,0,0,0
18,25,22,32,19330,204,871,21,120,0,0,1,0
23,29,26,41,23685,568,682,30,146,1,0,0,0
29,29,26,93,28953,211,1567,28,41,0,3,3,3
4,14,11,56,12875,527,880,23,124,0,0,0,0
20,30,27,32,24426,512,1867,6,86,0,0,0,0
8,12,9,92,24754,869,1108,14,35,0,1,1,0
22,26,23,91,12681,581,1938,23,173,0,1,2,0
16,12,9,108,22055,681,961,8,69,0,1,3,0
24,21,18,32,11676,638,334,8,54,0,0,0,0
17,24,21,32,16503,349,879,26,12,0,3,1,2
11,13,10,78,8381,900,874,2,142,1,0,0,0
14,6,3,69,26040,594,274,13,56,0,0,1,0
22,28,25,94,7155,401,1689,5,53,0,3,3,2
21,16,13,66,28048,594,1202,4,133,0,0,1,0
13,10,7,102,17956,233,765,19,36,0,3,3,2
8,24,21,110,17430,379,1368,10,168,0,2,3,2
16,16,13,87,14985,261,617,29,127,0,1,2,1
3,28,25,58,19506,391,548,24,101,0,2,1,0
12,25,22,30,24812,291,1528,1,43,0,1,0,0
3,28,25,53,6852,587,1061,0,97,1,2,2,0
5,16,13,44,27559,517,87,17,87,0,0,0,0
25,20,17,82,26756,767,1858,5,136,0,2,3,0
30,17,14,77,21281,229,635,12,7,0,3,3,3
21,13,10,79,7481,824,100,1,111,0,0,1,0
9,19,16,59,27149,1000,1548,7,139,0,0,0,0
22,21,18,80,18417,717,1811,29,142,0,0,0,0
24,6,3,58,24007,616,1035,28,59,0,1,1,0
24,16,13,22,18129,496,581,24,47,0,0,0,0
26,24,21,56,28794,709,1819,19,137,0,0,0,0
6,14,11,76,12872,591,1925,23,66,0,1,2,0
16,13,10,32,9814,785,1763,29,8,0,1,1,0
13,19,16,32,24411,216,1706,16,46,0,2,1,1
8,25,22,75,13209,942,1040,6,63,0,2,2,0
23,13,10,99,6288,786,897,0,15,0,2,3,1
24,7,4,40,20990,942,245,27,79,0,0,0,0
30,24,21,40,23820,488,1809,26,132,1,0,0,0
28,12,9,71,26059,233,74,16,146,0,1,2,0
23,30,27,56,25653,348,1920,30,33,0,3,3,2
7,25,22,77,23472,325,0,17,43,0,2,3,2
24,6,3,59,18209,418,865,0,106,0,1,1,0
17,10,7,50,17965,703,214,3,72,0,0,0,0
15,14,11,53,15857,574,1960,22,129,0,0,0,0
3,20,17,76,17832,539,973,11,180,0,0,1,0
16,25,22,53,15058,481,555,22,177,1,0,0,0
25,9,6,76,24424,523,685,24,116,0,0,1,0
22,19,16,49,28129,892,65,6,13,0,1,0,0
23,28,25,33,29024,375,1487,7,3,0,2,0,0
29,11,8,39,17911,385,605,14,127,0,0,0,0
22,16,13,24,26191,524,1671,2,102,0,0,0,0
25,6,3,41,18565,211,1924,25,165,1,0,0,0
16,9,6,79,25204,749,1714,15,88,0,0,1,0
7,15,12,23,28541,219,694,25,164,1,0,0,0
15,23,20,52,10431,317,1185,16,128,0,1,1,0
7,24,21,45,7380,424,1975,17,75,0,2,1,0
16,24,21,78,19411,436,206,24,146,0,1,2,0
7,9,6,42,16286,800,953,22,160,1,0,0,0
30,25,22,33,11247,642,544,4,22,0,0,0,0
9,23,20,37,11718,828,1870,26,129,1,0,0,0
18,29,26,70,27898,948,1940,10,128,0,2,1,0
29,19,16,75,20772,280,1768,4,1,0,3,3,3
27,26,23,47,8534,556,669,15,61,0,3,2,0
11,9,6,108,15368,642,31,1,66,0,0,2,0
27,17,14,44,16951,414,622,27,95,0,0,1,0
7,19,16,98,13120,256,1752,10,78,0,2,3,2
7,10,7,34,22385,375,1119,18,135,1,0,0,0
27,11,8,110,22822,843,1722,24,67,0,2,2,0
10,20,17,51,19236,460,1473,17,115,0,0,0,0
19,28,25,28,15613,925,1517,19,54,0,1,1,0
21,9,6,38,18988,322,1796,15,14,0,1,1,0
10,13,10,25,7537,284,39,1,119,0,0,0,0
19,18,15,92,18338,458,1530,6,4,0,3,3,0
5,29,26,79,15560,602,195,27,159,0,0,1,0
8,15,12,30,18786,207,839,5,33,0,1,1,0
7,23,20,46,14643,253,360,0,128,0,1,1,1
14,11,8,110,17710,980,904,8,89,0,0,2,0
26,21,18,95,7292,873,1252,0,169,0,3,3,0
27,21,18,105,19891,796,1436,11,143,0,3,3,0
20,26,23,35,14435,984,768,11,128,0,0,0,0
19,9,6,23,8742,920,386,9,171,1,0,0,0
11,7,4,93,15812,302,258,7,68,0,0,2,0
28,7,4,110,11049,485,1199,30,72,0,1,2,1
17,13,10,31,26774,288,901,16,141,1,0,0,0
11,30,27,52,9066,624,894,4,132,0,2,1,0
8,7,4,71,9266,603,1174,28,89,1,0,0,0
30,26,23,96,7409,343,1320,26,125,0,3,2,2
25,29,26,101,24264,931,1544,23,41,0,3,3,2
23,15,12,77,8644,385,1917,30,19,0,3,3,2
24,26,23,66,28335,703,1628,21,159,0,0,0,0
29,10,7,101,10591,674,918,0,38,0,1,2,0
7,27,24,97,28135,407,1594,8,124,0,2,3,2
18,20,17,33,12184,855,453,9,137,0,0,0,0
7,7,4,25,14162,811,999,19,161,1,0,0,0
22,23,20,103,17119,513,1067,0,104,0,3,3,1
30,10,7,49,28501,709,1709,2,110,0,0,0,0
23,6,3,97,6177,768,161,19,84,1,1,1,0
30,27,24,85,13843,561,1931,9,150,0,3,3,0
28,9,6,86,19743,315,1647,30,126,0,1,2,0
23,28,25,69,15940,368,1771,12,56,0,3,3,2
20,8,5,28,20614,293,484,22,137,1,0,0,0
6,26,23,60,18266,788,875,21,108,0,0,0,0
12,9,6,35,27528,836,335,13,5,0,0,0,0
15,20,17,63,23403,665,1912,25,101,0,0,0,0
26,19,16,96,26149,816,1530,13,85,0,3,3,0
5,22,19,30,14130,964,1177,12,73,0,0,0,0
5,29,26,99,20529,894,1611,29,131,0,2,1,0
16,25,22,65,20198,211,222,23,176,1,1,2,1
4,25,22,85,10325,852,674,14,81,1,2,2,0
26,25,22,75,22225,322,1423,24,105,0,3,2,2
18,14,11,33,18571,668,1987,9,133,0,0,0,0
23,15,12,37,18667,441,463,28,76,0,0,0,0
19,24,21,104,7886,839,1044,11,146,0,2,3,0
14,30,27,35,12182,212,1601,25,4,0,3,3,2
7,9,6,89,28471,257,1921,10,88,0,0,2,0
28,21,18,34,11996,380,373,17,25,0,3,2,0
21,26,23,59,18379,860,1139,1,17,0,2,1,0
7,30,27,92,18685,777,472,6,32,0,2,2,2
15,24,21,37,23324,847,408,2,67,0,0,0,0
16,6,3,76,7594,410,35,9,24,1,1,1,1
15,24,21,109,12543,511,1518,20,156,0,2,2,1
17,19,16,90,6787,298,1911,20,119,0,1,2,1
4,29,26,32,21010,972,37,27,93,0,0,0,0
17,16,13,91,29745,781,1820,3,178,0,1,3,0
6,12,9,94,17472,685,1129,2,160,0,0,1,0
27,10,7,44,22850,470,78,11,78,0,0,1,0
18,20,17,43,15411,899,1627,28,12,0,2,1,1
3,21,18,26,6207,616,1224,15,3,1,1,1,0
10,22,19,93,25565,728,1468,2,35,0,2,3,0
26,22,19,110,26652,523,1687,0,34,0,3,3,1
9,9,6,78,27602,876,1722,8,149,0,0,0,0
20,17,14,80,7209,417,1994,24,99,0,1,2,0
4,20,17,80,16130,474,1843,15,124,0,1,1,0
13,25,22,84,20536,555,1009,30,9,0,3,3,2
21,26,23,42,29741,729,1662,9,129,0,0,0,0
20,29,26,62,18757,663,617,3,157,0,2,2,0
6,26,23,104,9621,342,420,25,18,0,2,3,2
25,24,21,54,14264,224,1641,21,95,0,2,2,2
18,30,27,26,14845,421,1031,0,153,0,0,0,0
25,19,16,75,20344,704,1331,9,127,0,0,2,0
9,16,13,59,17776,973,1426,26,139,0,0,0,0
15,29,26,77,11759,526,1210,27,102,0,2,3,0
16,13,10,88,22573,640,1801,3,178,0,0,2,0
17,14,11,81,17121,917,246,27,31,0,1,2,1
30,29,26,63,22185,662,1924,14,78,0,3,3,0
11,10,7,58,9297,837,1688,9,40,1,0,0,0
17,26,23,104,11243,863,1132,27,85,0,2,3,1
11,17,14,27,12532,292,252,29,19,0,2,1,0
14,19,16,83,24149,296,742,1,118,0,2,3,2
23,6,3,46,12445,657,1544,1,118,1,0,0,0
4,26,23,84,8363,931,1213,21,147,1,0,1,0
15,18,15,35,24689,721,1141,27,25,0,1,1,0
30,23,20,55,19179,921,886,27,123,0,0,0,0
7,28,25,31,23508,776,1197,20,42,0,2,1,1
17,29,26,62,27424,869,173,0,26,0,2,1,0
12,21,18,22,25623,822,1062,15,29,0,1,0,0
24,12,9,41,9664,529,283,28,18,0,2,2,0
29,18,15,82,17752,506,882,4,51,0,3,3,0
13,26,23,25,7482,783,724,16,16,0,1,1,0
30,30,27,61,6731,805,1498,27,173,1,0,0,0
28,27,24,36,10156,873,1920,13,165,1,0,0,0
9,28,25,106,16719,364,701,1,95,0,2,3,2
5,15,12,33,21090,326,1801,30,32,0,2,1,0
27,18,15,106,26055,220,996,12,11,0,3,3,3
4,23,20,55,13322,387,910,19,2,0,2,2,1
22,15,12,37,25123,856,951,27,2,0,1,1,0
12,28,25,69,10349,243,739,30,67,0,2,3,2
17,30,27,71,27417,878,506,0,9,0,2,2,0
22,8,5,76,10397,874,1333,10,103,1,0,1,0
9,9,6,66,18922,312,892,2,67,0,0,2,0
25,13,10,102,20266,545,648,6,37,0,3,3,0
8,12,9,99,6587,579,596,10,143,1,0,2,0
29,26,23,103,21468,757,118,12,8,0,3,3,2
30,7,4,96,25043,802,495,10,8,0,1,2,0
3,26,23,43,28119,442,1161,29,54,0,2,2,0
9,20,17,48,17480,574,433,25,123,0,0,0,0
13,11,8,86,21071,242,1754,14,49,0,3,3,1
14,19,16,54,23080,939,927,2,21,0,0,0,0
6,13,10,44,8575,743,234,24,113,1,0,0,0
14,10,7,84,11987,562,736,0,36,0,0,1,0
5,17,14,108,22955,412,1171,27,154,0,1,1,0
18,10,7,89,23651,241,1459,18,176,0,0,2,0
22,20,17,50,7721,622,1254,12,78,0,0,0,0
7,23,20,26,28076,579,814,20,101,0,0,0,0
28,17,14,29,9092,920,1934,28,157,1,0,0,0
9,25,22,92,26122,918,502,26,127,0,1,1,0
27,23,20,42,14698,928,135,13,35,0,1,1,0
13,6,3,88,15557,525,377,3,29,0,0,1,0
6,9,6,36,9837,274,1137,14,124,0,0,0,0
6,19,16,105,21306,964,6,18,0,0,2,2,1
24,29,26,51,12686,388,990,1,130,0,2,2,0
20,13,10,38,9565,654,1668,20,91,0,0,0,0
29,26,23,32,20875,283,167,7,95,0,1,1,0
26,18,15,109,25376,658,558,11,35,0,3,3,0
5,12,9,80,11922,348,206,10,53,0,1,2,0
6,30,27,23,6502,837,1563,1,79,1,0,0,0
6,13,10,22,18325,694,1864,20,78,0,0,0,0
10,23,20,77,10389,809,1373,29,41,0,2,2,1
14,19,16,92,6605,495,1307,2,81,0,2,3,0
4,15,12,61,26791,654,1527,11,84,0,0,0,0
20,16,13,73,7655,310,712,7,0,0,3,3,1
30,20,17,99,8347,452,1371,16,12,0,3,3,2
29,22,19,107,6973,610,1168,22,13,0,3,3,3
9,8,5,104,27948,368,565,4,50,0,0,3,0
22,10,7,26,20711,288,132,22,63,0,0,0,0
24,28,25,64,16634,910,328,30,58,0,3,2,1
20,26,23,68,18149,559,220,14,0,0,3,3,2
9,20,17,93,27184,459,1438,4,23,0,2,3,1
7,6,3,59,7631,798,902,29,159,1,0,0,0
13,22,19,105,20690,667,305,15,3,0,2,3,2
11,15,12,46,22253,922,1055,16,4,0,1,1,0
8,19,16,76,20722,818,921,20,29,0,2,1,1
17,10,7,62,16602,528,83,4,163,0,0,0,0
5,7,4,27,8115,804,1421,13,56,1,0,0,0
17,26,23,32,20039,834,1751,27,18,0,2,1,1
5,25,22,81,28997,701,416,7,123,0,2,2,0
5,6,3,23,17266,636,1471,12,120,1,0,0,0
15,6,3,83,10380,246,323,13,13,0,1,3,0
23,16,13,79,18547,336,1912,28,31,0,3,3,2
5,19,16,57,28961,347,1795,5,49,0,2,1,0
25,19,16,61,11718,279,1528,5,116,0,2,2,1
28,30,27,106,27787,572,87,0,70,0,3,3,1
15,7,4,41,6473,744,921,21,116,1,0,0,0
7,24,21,66,25413,256,1891,6,147,0,2,1,2
10,11,8,79,19604,386,1582,26,162,0,0,0,0
18,9,6,72,12804,999,1806,11,0,0,0,2,0
12,9,6,40,12904,744,1621,6,5,0,0,0,0
20,25,22,85,17092,323,1594,16,110,0,3,3,2
29,21,18,87,16105,834,331,4,28,0,3,3,0
11,12,9,96,17999,935,450,19,41,0,1,2,0
19,10,7,104,9320,378,813,20,19,0,3,3,1
10,30,27,108,16448,387,936,22,125,0,2,3,2
26,6,3,57,25408,545,688,2,165,0,0,1,0
21,27,24,26,7536,737,1878,17,137,1,0,0,0
7,15,12,70,15314,839,1197,30,32,0,1,1,1
10,25,22,27,25276,851,1730,11,12,0,1,1,0
23,13,10,85,7395,665,700,14,38,0,2,2,0
4,21,18,50,14636,673,887,12,122,0,0,0,0
15,26,23,36,28091,467,931,10,145,0,0,0,0
26,28,25,59,18199,583,1933,29,63,0,3,3,1
3,29,26,43,22767,638,462,15,62,0,2,1,0
5,18,15,92,15100,281,374,12,133,0,1,2,2
16,14,11,58,22655,552,1081,6,10,0,0,1,0
24,18,15,84,14235,764,1982,16,141,0,0,1,0
8,25,22,22,12892,563,1722,0,39,0,0,0,0
9,30,27,51,11364,757,384,27,129,0,0,0,0
17,11,8,38,27428,307,827,17,172,1,0,0,0
23,18,15,50,29430,700,525,25,97,0,0,0,0
29,28,25,52,6468,295,803,9,161,0,1,2,1
7,14,11,109,26184,373,1562,21,59,0,2,3,1
3,17,14,59,11713,508,1658,25,75,0,1,1,0
10,18,15,94,21979,906,276,29,89,0,1,2,0
20,27,24,22,8328,708,990,18,95,0,0,0,0
9,26,23,97,10619,629,579,24,72,0,2,3,1
30,22,19,59,11262,410,820,8,51,0,3,3,0
11,22,19,65,22462,533,1612,14,35,0,2,3,0
29,7,4,30,25842,790,1732,2,71,0,0,0,0
5,12,9,64,21311,279,1688,14,55,0,1,2,0
21,25,22,59,12257,656,204,11,7,0,2,3,0
4,30,27,37,19259,755,449,19,108,0,0,0,0
3,28,25,50,16922,777,1561,9,163,0,0,0,0
15,27,24,91,24578,367,822,13,178,0,2,2,2
10,19,16,109,21104,308,279,13,83,0,2,3,2
22,11,8,32,15011,947,890,16,136,1,0,0,0
30,20,17,24,11983,736,120,17,97,0,0,0,0
12,11,8,69,28407,528,1938,29,60,0,0,2,0
27,22,19,31,20896,250,1290,29,43,0,3,2,2
23,24,21,35,16817,978,105,30,148,1,0,0,0
20,26,23,70,21535,260,1953,25,80,0,3,3,2
5,21,18,38,24064,464,234,13,108,0,0,0,0
13,7,4,77,24019,452,1520,3,45,0,0,1,0
20,20,17,85,21460,497,1569,9,177,0,1,2,0
4,13,10,63,18703,372,506,11,66,0,0,1,0
20,13,10,22,13840,923,1131,13,152,1,0,0,0
3,12,9,29,7313,269,1934,21,45,0,0,0,0
12,30,27,97,14672,665,1706,28,58,0,2,3,2
29,8,5,90,6526,653,669,24,94,1,1,1,0
9,8,5,38,11878,216,470,30,104,0,0,0,0
24,19,16,32,11207,921,1920,17,130,0,0,0,0
15,9,6,37,8591,411,501,17,86,0,0,0,0
7,7,4,26,16510,985,1281,11,108,1,0,0,0
11,25,22,86,12492,807,917,30,37,0,2,3,1
4,30,27,93,28706,814,1034,26,29,0,2,2,2
29,10,7,56,24292,735,1761,24,140,0,0,0,0
9,19,16,69,18909,535,857,5,130,0,0,1,0
28,17,14,97,9337,504,575,8,77,0,3,3,0
10,24,21,51,21700,454,1732,5,6,0,2,2,0
3,7,4,84,13917,574,1345,22,174,1,0,0,0
15,23,20,97,12497,591,987,26,137,0,1,2,0
19,22,19,92,19055,936,120,1,93,0,2,3,0
12,19,16,110,6462,742,1850,4,116,0,2,3,1
4,28,25,73,13831,257,1810,10,45,0,2,2,2
30,30,27,75,10869,493,1641,13,135,0,3,2,0
14,9,6,36,8750,538,1383,15,156,1,0,0,0
29,6,3,51,17279,484,762,4,162,0,0,1,0
28,7,4,64,6465,605,1559,29,104,1,0,1,0
7,29,26,29,15511,211,809,9,167,0,0,1,0
13,25,22,66,11676,975,1988,30,108,0,0,0,0
17,19,16,68,7420,569,1238,12,161,0,0,1,0
12,23,20,39,26023,220,351,23,151,1,0,0,0
21,11,8,71,10466,693,1949,4,4,0,0,1,0
6,11,8,33,26044,930,362,6,119,0,0,0,0
9,8,5,59,25740,808,1166,16,68,0,0,0,0
30,26,23,36,14274,709,1483,4,104,0,0,0,0
14,19,16,29,25990,288,19,29,28,0,2,1,1
14,22,19,68,9515,242,334,7,169,0,1,2,2
9,8,5,94,8275,782,1028,22,87,1,0,0,0
24,11,8,65,6656,202,1481,11,139,0,2,2,1
26,12,9,25,15013,391,1952,21,0,0,1,1,0
28,25,22,98,26360,831,1228,9,47,0,3,3,1
17,24,21,87,8896,848,1644,17,136,0,2,2,0
7,6,3,55,28203,659,1211,3,71,0,0,0,0
3,22,19,71,9387,562,729,14,81,1,2,2,0
27,23,20,90,12585,699,1291,4,178,0,3,3,0
25,11,8,86,26503,623,1551,29,79,0,1,2,0
4,12,9,51,20653,582,466,3,21,0,0,0,0
30,29,26,64,15851,715,756,28,52,0,3,3,1
24,30,27,101,26261,616,657,4,95,0,3,3,1
23,11,8,52,15477,200,1370,24,47,0,2,3,2
28,26,23,43,27361,218,706,12,10,0,3,3,3
21,25,22,68,25676,410,966,6,3,0,3,3,1
4,7,4,92,12690,667,1043,24,71,1,0,1,0
3,27,24,51,10636,946,21,21,140,1,0,0,0
17,7,4,54,12976,662,697,23,135,0,0,0,0
11,19,16,104,6508,449,1720,26,93,0,2,3,1
18,25,22,87,14155,315,1961,2,117,0,3,3,2
14,17,14,61,6921,792,1976,2,37,0,0,0,0
15,15,12,68,21184,225,948,14,70,0,2,3,1
25,13,10,83,10309,783,992,8,86,0,1,2,0
12,16,13,35,10588,425,1105,21,95,0,0,0,0
4,7,4,49,12828,235,828,22,43,0,0,0,0
14,29,26,35,16708,567,1888,28,50,0,2,1,1
7,9,6,51,29584,340,166,4,91,0,0,0,0
13,12,9,61,6047,714,996,10,145,1,0,0,0
29,15,12,102,13860,875,76,4,85,0,2,3,0
24,15,12,102,25219,304,320,19,5,0,3,3,3
22,6,3,66,11802,686,1536,23,147,1,0,0,0
3,8,5,23,6122,892,100,4,5,1,0,0,0
14,28,25,88,23126,257,1715,27,143,0,1,2,2
